"","id","timestamp","content","Source","Value","Time","TimeDiff","perMinute"
"1",4649,"2018-05-02T19:20:47.204766","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,NA,NA
"2",4650,"2018-05-02T19:20:47.236944","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0321779251098633,111877.940784209
"3",4651,"2018-05-02T19:20:47.266569","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0296251773834229,121518.25973587
"4",4652,"2018-05-02T19:20:47.299145","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0325758457183838,110511.328888336
"5",4653,"2018-05-02T19:20:47.330019","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0308740139007568,116602.914398239
"6",4654,"2018-05-02T19:20:47.358887","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0288679599761963,124705.729222587
"7",4655,"2018-05-02T19:20:47.388302","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0294148921966553,122386.986018237
"8",4656,"2018-05-02T19:20:47.419916","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0316143035888672,113872.50678733
"9",4657,"2018-05-02T19:20:47.448453","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0285367965698242,126152.912475353
"10",4658,"2018-05-02T19:20:47.478669","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.0302162170410156,119141.320540336
"11",4659,"2018-05-02T19:20:47.5091","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:47,0.030430793762207,118301.219091792
"12",4660,"2018-05-02T19:20:47.536294","Kamstrup: 10","Kamstrup:",10,2018-05-02 19:20:47,0.0271940231323242,132382.030510258
"13",4661,"2018-05-02T19:20:47.564773","Kamstrup: 172","Kamstrup:",172,2018-05-02 19:20:47,0.0284790992736816,126408.492256174
"14",4662,"2018-05-02T19:20:47.593594","Kamstrup: 13","Kamstrup:",13,2018-05-02 19:20:47,0.0288209915161133,124908.95734754
"15",4663,"2018-05-02T19:20:47.622721","Kamstrup: 7","Kamstrup:",7,2018-05-02 19:20:47,0.0291268825531006,123597.161262861
"16",4664,"2018-05-02T19:20:47.651203","Kamstrup: 4","Kamstrup:",4,2018-05-02 19:20:47,0.02848219871521,126394.736445594
"17",4665,"2018-05-02T19:20:47.680596","Kamstrup: 4","Kamstrup:",4,2018-05-02 19:20:47,0.0293927192687988,122479.310848299
"18",4666,"2018-05-02T19:20:47.710609","Kamstrup: 3","Kamstrup:",3,2018-05-02 19:20:47,0.0300130844116211,119947.685170474
"19",4667,"2018-05-02T19:20:47.740455","Kamstrup: 3","Kamstrup:",3,2018-05-02 19:20:47,0.02984619140625,120618.404907975
"20",4668,"2018-05-02T19:20:47.767754","Kamstrup: 3","Kamstrup:",3,2018-05-02 19:20:47,0.0272989273071289,131873.313537118
"21",4669,"2018-05-02T19:20:47.795297","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0275430679321289,130704.393892178
"22",4670,"2018-05-02T19:20:47.823722","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0284247398376465,126650.235694754
"23",4671,"2018-05-02T19:20:47.851113","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0273909568786621,131430.238671379
"24",4672,"2018-05-02T19:20:47.879515","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0284023284912109,126750.171244376
"25",4673,"2018-05-02T19:20:47.91084","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0313248634338379,114924.682995144
"26",4674,"2018-05-02T19:20:47.942408","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0315680503845215,114039.351691011
"27",4675,"2018-05-02T19:20:47.971165","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.028756856918335,125187.53388882
"28",4676,"2018-05-02T19:20:47.998422","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:47,0.0272572040557861,132075.175158539
"29",4677,"2018-05-02T19:20:48.026064","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.027641773223877,130237.664958857
"30",4678,"2018-05-02T19:20:48.054128","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0280642509460449,128277.074165322
"31",4679,"2018-05-02T19:20:48.081734","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0276057720184326,130407.510342266
"32",4680,"2018-05-02T19:20:48.110844","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0291101932525635,123668.021327305
"33",4681,"2018-05-02T19:20:48.139376","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0285320281982422,126173.99558794
"34",4682,"2018-05-02T19:20:48.169667","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0302908420562744,118847.802029138
"35",4683,"2018-05-02T19:20:48.197369","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0277020931243896,129954.07905948
"36",4684,"2018-05-02T19:20:48.22687","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0295009613037109,122029.921768927
"37",4685,"2018-05-02T19:20:48.25516","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.028289794921875,127254.368932039
"38",4686,"2018-05-02T19:20:48.285592","Kamstrup: 2","Kamstrup:",2,2018-05-02 19:20:48,0.0304322242736816,118295.658168941
"39",4687,"2018-05-02T19:20:48.315742","Kamstrup: 1","Kamstrup:",1,2018-05-02 19:20:48,0.0301499366760254,119403.235856964
